system:index,average_surface_temp,date,satellite,.geo
1_1_1_2_LT05_019031_19850130,266.56621592,1985-01-30,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19850303,258.84490874,1985-03-03,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19850319,243.65180984,1985-03-19,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19850420,274.31486726,1985-04-20,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19850607,285.90195506,1985-06-07,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19850623,289.2242705,1985-06-23,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19850810,296.41236656,1985-08-10,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19850826,294.08127692,1985-08-26,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19850911,294.99730628,1985-09-11,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19851013,289.33706516,1985-10-13,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19851029,283.91608543999996,1985-10-29,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19860117,254.5997279,1986-01-17,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19860322,272.390522,1986-03-22,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19860407,274.67717738,1986-04-07,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19860525,262.50560816,1986-05-25,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19860610,274.7285012255407,1986-06-10,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19860626,222.84974011999998,1986-06-26,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19860728,217.48592693208286,1986-07-28,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19860813,294.33079238,1986-08-13,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19860829,292.1637677,1986-08-29,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19860914,288.540455837909,1986-09-14,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19860930,285.63534949999996,1986-09-30,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19861016,238.09410932,1986-10-16,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19861117,267.0413207000001,1986-11-17,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19870104,234.69317942,1987-01-04,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19870120,266.4260771,1987-01-20,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19870205,272.69472578,1987-02-05,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19870221,271.09851044,1987-02-21,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19870325,271.87098296,1987-03-25,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19870410,275.15911819999997,1987-04-10,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19870426,277.57565834,1987-04-26,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19870512,280.47072128,1987-05-12,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19870528,287.50842446,1987-05-28,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19870613,290.27018462,1987-06-13,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19870629,275.34027326,1987-06-29,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19870715,295.58520572,1987-07-15,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19870731,290.95378861999995,1987-07-31,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19870816,297.77957456,1987-08-16,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19870901,269.77915472,1987-09-01,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19870917,251.90291012000003,1987-09-17,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19871003,265.6399325,1987-10-03,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19871019,266.20390580000003,1987-10-19,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19871104,274.27726903999996,1987-11-04,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19871120,281.75931482,1987-11-20,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19871222,244.61569148,1987-12-22,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19880107,254.47667918,1988-01-07,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19880208,258.45525446,1988-02-08,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19880224,254.96887406,1988-02-24,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19880311,267.98469422,1988-03-11,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19880412,275.9623529,1988-04-12,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19880514,278.94970237999996,1988-05-14,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19880530,286.37705984,1988-05-30,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19880615,288.23646271999996,1988-06-15,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19880701,290.74187138,1988-07-01,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19880717,299.31426554,1988-07-17,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19880802,296.82252896,1988-08-02,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19880818,282.81206498,1988-08-18,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19881208,277.81150172,1988-12-08,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19890210,267.17462348,1989-02-10,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19890415,254.83557128,1989-04-15,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19890501,239.56727594,1989-05-01,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19890517,283.78620068,1989-05-17,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19890602,284.15192881999997,1989-06-02,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19890618,288.7115675,1989-06-18,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19890704,246.13329235999998,1989-07-04,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19890805,276.1776881599999,1989-08-05,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19890821,295.21264154,1989-08-21,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19890906,150.00147986,1989-09-06,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19890922,234.24128873482323,1989-09-22,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19891008,255.53284736,1989-10-08,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19891024,278.32420472,1989-10-24,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19891109,264.4436255,1989-11-09,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19900418,276.27339272,1990-04-18,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19900520,283.1060147,1990-05-20,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19900605,284.31599378,1990-06-05,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19900621,289.67886716,1990-06-21,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19900707,278.99755465999993,1990-07-07,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19900723,279.7221748999999,1990-07-23,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19900808,293.41818104000004,1990-08-08,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19900824,281.55081559999996,1990-08-24,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19900909,251.0382452792216,1990-09-09,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19900925,280.58693396,1990-09-25,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19901011,235.3373791311132,1990-10-11,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19901027,286.0796921,1990-10-27,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19901112,277.30905278,1990-11-12,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19901214,264.48464174000003,1990-12-14,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19910115,251.57478019999996,1991-01-15,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19910131,259.743848,1991-01-31,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19910216,266.0398408399999,1991-02-16,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19910304,250.73052926,1991-03-04,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19910320,270.681512,1991-03-20,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19910507,280.07764898,1991-05-07,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19910523,289.26528673999996,1991-05-23,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19910608,291.75702332000003,1991-06-08,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19910624,290.26334857999996,1991-06-24,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19910710,254.44933501999998,1991-07-10,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19910726,296.28589982,1991-07-26,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19910811,294.4709312,1991-08-11,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19910827,294.6931025,1991-08-27,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19910928,291.08367338,1991-09-28,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19911014,246.73486387999998,1991-10-14,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19911030,285.99765962000004,1991-10-30,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19911217,255.0611606,1991-12-17,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19920102,261.452858,1992-01-02,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19920203,265.04861504,1992-02-03,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19920407,267.8172112399999,1992-04-07,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19920423,272.85633518665315,1992-04-23,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19920509,278.54637602,1992-05-09,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19920525,265.554482,1992-05-25,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19920610,287.59045693999997,1992-06-10,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19920626,258.6651061795069,1992-06-26,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19920813,259.27899728,1992-08-13,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19920829,292.49189762000003,1992-08-29,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19920914,291.88349006,1992-09-14,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19920930,276.48530996,1992-09-30,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19921101,233.88310868,1992-11-01,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19921203,259.26190718,1992-12-03,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19921219,249.81108188000002,1992-12-19,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19930120,273.10147015999996,1993-01-20,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19930205,272.53749686,1993-02-05,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19930410,274.0482617,1993-04-10,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19930426,232.5022286,1993-04-26,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19930512,265.26121248495144,1993-05-12,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19930528,262.1925575802211,1993-05-28,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19930613,287.1905486,1993-06-13,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19930629,288.87221444,1993-06-29,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19930715,295.47241106,1993-07-15,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19930731,295.93042574000003,1993-07-31,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19930816,292.33808672,1993-08-16,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19930901,297.65310782,1993-09-01,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19930917,278.72411306,1993-09-17,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19931003,261.66819326,1993-10-03,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19931019,286.29844538,1993-10-19,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19931120,272.3460877400001,1993-11-20,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19940312,268.82894516,1994-03-12,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19940328,257.8297568,1994-03-28,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19940429,206.85581032436806,1994-04-29,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19940531,275.74359962,1994-05-31,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19940616,290.8991003,1994-06-16,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19940702,150.00147986,1994-07-02,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19940718,296.87721727999997,1994-07-18,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19940803,291.28533656000013,1994-08-03,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19940819,292.86446179999996,1994-08-19,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19940920,291.99628472,1994-09-20,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19941022,259.91474900000003,1994-10-22,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19941107,284.87654906,1994-11-07,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19941225,274.09611398000004,1994-12-25,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19950126,260.04805178,1995-01-26,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19950211,255.19104535999995,1995-02-11,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19950315,272.08973624,1995-03-15,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19950331,268.74349466,1995-03-31,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19950416,272.04530198,1995-04-16,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19950502,277.44235556,1995-05-02,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19950603,284.0801504,1995-06-03,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19950619,292.63203644,1995-06-19,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19950705,150.00147986,1995-07-05,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19950721,296.46363686,1995-07-21,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19950806,296.53199726,1995-08-06,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19950822,297.49246088,1995-08-22,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19950923,291.5143439,1995-09-23,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19951009,267.02764862,1995-10-09,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19951025,270.77038052,1995-10-25,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19951126,245.9179571,1995-11-26,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19960317,268.41878276,1996-03-17,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19960402,273.79532822,1996-04-02,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19960418,274.99505324,1996-04-18,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19960520,279.17187368,1996-05-20,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19960605,285.06112214,1996-06-05,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19960621,238.00814097153437,1996-06-21,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19960707,292.60127425999997,1996-07-07,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19960723,294.06760484,1996-07-23,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19960808,295.1651476363256,1996-08-08,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19960824,294.36497257999997,1996-08-24,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19960925,291.38787716,1996-09-25,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19961027,279.83592581295676,1996-10-27,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19961112,259.48407848,1996-11-12,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19961214,277.3124708,1996-12-14,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19970115,249.17533016,1997-01-15,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19970320,267.0413207,1997-03-20,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19970421,261.7604798,1997-04-21,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19970507,279.16845566,1997-05-07,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19970523,263.91725042,1997-05-23,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19970608,284.59627142,1997-06-08,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19970624,289.36440932,1997-06-24,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19970710,290.93669852,1997-07-10,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19970726,246.726387877695,1997-07-26,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19970827,292.4611354399999,1997-08-27,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19970928,284.5655092400001,1997-09-28,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19971014,267.93684194,1997-10-14,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19971201,273.91495892000006,1997-12-01,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19971217,274.17131042,1997-12-17,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19980102,268.4939792,1998-01-02,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19980203,254.12462312,1998-02-03,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19980307,271.76844236,1998-03-07,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19980323,274.58830886,1998-03-23,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19980408,267.94367798,1998-04-08,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19980424,252.59676818,1998-04-24,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19980510,268.26497186,1998-05-10,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19980526,287.53576862,1998-05-26,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19980627,150.00147986,1998-06-27,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19980713,295.84155722,1998-07-13,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19980729,294.36155456,1998-07-29,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_2_LT05_019031_19980814,223.22230430000002,1998-08-14,LANDSAT_5,"{""type"":""MultiPoint"",""coordinates"":[]}"
